Marital_status,Application_mode,Application_order,Course,Previous_qualification_grade,Nationality,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,Status,Attendance_Time,Previous_education,Mothers_education,Fathers_education,1st_year_approved_unit,1st_year_enrolled_unit,1st_year_evaluated_unit,1st_year_credited_unit,1st_year_unevaluated_unit,1st_year_unit_grade,1st_year_completion_unit_rate,1st_year_success_evaluation_rate
single,1,1,Science & Technology,80.0,South Europe,Labour,Labour,76.85,No,No,No,Yes,Male,No,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Primary,Primary,3,10,14,0,0,57.5,0.299999970000003,0.21428569897959293
single,1,1,Social Science,61.5,South Europe,Professional,Labour,63.8,Yes,No,No,Yes,Male,No,26,No,10.8,1.4,1.74,Enrolled,Evening,High School,Bachelor & Specialized Education,High School,12,12,12,0,0,58.75,0.9999999166666736,0.9999999166666736
single,44,1,Science & Technology,65.0,South Europe,Technician,Administrative,65.0,No,No,No,Yes,Male,No,20,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,Bachelor & Specialized Education,High School,4,10,20,0,0,64.0,0.39999996000000404,0.1999999900000005
single,1,1,Business & Management,71.5,South Europe,Labour,Labour,67.5,Yes,No,No,Yes,Female,No,21,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,Primary,9,10,16,0,0,57.5,0.8999999100000091,0.5624999648437522
single,1,1,Business & Management,61.0,South Europe,Labour,Technician,56.8,No,No,No,Yes,Male,No,26,No,7.6,2.6,0.32,Enrolled,Evening,High School,Primary,Primary,5,10,21,0,0,58.75,0.499999950000005,0.23809522675737013
single,1,6,Health Science,72.5,South Europe,Labour,Labour,66.15,Yes,No,No,Yes,Female,Yes,19,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,Primary,14,16,16,0,0,70.3,0.8749999453125034,0.8749999453125034
married,1,1,Business & Management,68.5,South Europe,Labour,Labour,62.2,No,No,No,Yes,Female,No,19,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,Primary,7,10,16,0,0,57.41071428571429,0.699999930000007,0.4374999726562517
single,1,1,Health Science,63.5,South Europe,Labour,Labour,61.4,Yes,No,No,Yes,Female,No,19,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,Primary,Primary,5,10,19,0,1,64.58333333333334,0.499999950000005,0.26315788088642733
single,43,1,Social Science,54.5,South Europe,Service & Sales,Service & Sales,54.15,No,No,No,Yes,Female,Yes,21,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,Primary,7,12,23,0,0,57.25,0.5833332847222263,0.3043478128544429
single,1,2,Business & Management,64.5,South Europe,Technician,Labour,59.45,Yes,No,No,Yes,Female,No,19,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Middle School,High School,7,10,18,0,0,68.25,0.699999930000007,0.3888888672839518
single,43,1,Business & Management,65.5,South Europe,Professional,Labour,63.05,No,No,No,Yes,Female,No,18,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,4,10,14,0,2,33.125,0.39999996000000404,0.2857142653061239
single,1,1,Business & Management,63.0,South Europe,Labour,Labour,62.85,No,No,No,Yes,Female,No,20,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,Primary,High School,11,12,19,0,0,67.92857142857143,0.9166665902777842,0.5789473379501401
married,43,1,Business & Management,67.0,South Europe,Labour,Labour,56.85,No,No,No,Yes,Female,No,32,No,9.4,-0.8,-3.12,Enrolled,Evening,High School,Primary,Primary,9,10,14,1,0,53.625,0.8999999100000091,0.6428570969387788
single,16,3,Social Science,67.0,South Europe,Labour,Labour,60.55,Yes,No,No,Yes,Female,No,19,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,Primary,10,12,16,0,0,60.0,0.8333332638888947,0.6249999609375024
single,5,1,Business & Management,67.5,South Europe,Administrative,Administrative,70.15,Yes,No,No,Yes,Female,No,19,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,10,12,13,0,0,68.57142857142858,0.8333332638888947,0.7692307100591762
single,17,1,Business & Management,69.5,South Europe,Labour,Service & Sales,66.7,No,No,No,Yes,Female,No,18,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Middle School,Middle School,1,10,19,0,1,27.5,0.09999999000000101,0.05263157617728546
single,17,6,Health Science,68.0,South Europe,Professional,Labour,62.85,Yes,No,No,Yes,Female,No,20,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Bachelor & Specialized Education,Middle School,12,15,19,0,0,70.80833333333334,0.7999999466666703,0.6315789141274255
single,1,1,Social Science,71.5,South Europe,Professional,Service & Sales,72.4,No,No,No,Yes,Female,No,19,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,12,12,12,0,0,61.66666666666666,0.9999999166666736,0.9999999166666736
single,18,1,Business & Management,50.0,South Europe,Service & Sales,Service & Sales,50.9,Yes,No,No,Yes,Female,No,24,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Middle School,Middle School,7,10,16,0,0,54.5,0.699999930000007,0.4374999726562517
single,43,1,Business & Management,60.0,South Europe,Labour,Labour,61.25,Yes,No,No,Yes,Female,No,29,No,9.4,-0.8,-3.12,Enrolled,Evening,High School,Primary,Primary,17,25,35,16,0,52.08333333333334,0.679999972800001,0.4857142718367351
single,17,1,Health Science,66.5,South Europe,Administrative,Labour,59.5,No,No,No,Yes,Female,No,19,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,High School,Middle School,13,14,17,0,0,59.91071428571429,0.9285713622449028,0.7647058373702448
single,1,1,Business & Management,60.0,South Europe,Administrative,Labour,57.55,No,No,No,Yes,Female,No,19,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Middle School,High School,8,12,19,0,0,63.22916666666666,0.6666666111111158,0.4210526094182837
single,39,1,Business & Management,65.0,South Europe,Labour,Labour,75.8,No,No,No,Yes,Female,No,24,No,16.2,0.3,-0.92,Enrolled,Evening,High School,Primary,Primary,10,10,17,0,0,61.02678571428571,0.99999990000001,0.588235259515573
single,39,1,Health Science,66.55,South Europe,Service & Sales,Labour,60.7,No,No,Yes,Yes,Female,No,28,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,High School,9,14,19,0,0,67.1875,0.6428570969387788,0.47368418559556913
separated,43,1,Health Science,65.0,South Europe,Labour,Labour,51.85,No,No,No,Yes,Female,No,38,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Primary,Primary,10,16,24,2,2,65.63,0.6249999609375024,0.41666664930555625
single,1,1,Social Science,80.0,South Europe,Labour,Labour,73.0,Yes,No,No,Yes,Female,No,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,Primary,8,12,21,0,0,55.33333333333333,0.6666666111111158,0.38095236281179223
single,1,1,Business & Management,62.0,South Europe,Technician,Armed Forces,64.3,Yes,No,No,Yes,Female,No,20,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Middle School,High School,6,9,9,0,0,58.75,0.6666665925926009,0.6666665925926009
single,1,1,Business & Management,70.0,South Europe,Labour,Labour,62.3,No,No,No,Yes,Female,No,29,No,15.5,2.8,-4.06,Enrolled,Evening,High School,Primary,Primary,9,10,21,0,0,54.125,0.8999999100000091,0.4285714081632663
single,1,5,Health Science,67.5,South Europe,Labour,Labour,62.0,Yes,No,No,Yes,Female,Yes,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Primary,Primary,14,16,16,0,2,63.85714285714286,0.8749999453125034,0.8749999453125034
single,39,1,Social Science,80.0,South Europe,Labour,Technician,62.0,No,No,Yes,Yes,Male,No,28,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Middle School,High School,8,14,32,2,0,52.5,0.5714285306122479,0.24999999218750027
single,39,1,Science & Technology,80.0,South Europe,Unemployed,Labour,70.0,No,No,No,Yes,Male,No,27,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,Primary,0,12,12,0,0,0.0,0.0,0.0
single,1,1,Business & Management,65.0,South Europe,Labour,Labour,59.75,Yes,No,No,Yes,Male,Yes,18,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,8,10,13,0,0,58.75,0.7999999200000081,0.615384568047341
single,44,1,Science & Technology,70.0,South Europe,Administrative,Labour,70.0,No,No,No,Yes,Male,No,20,No,13.9,-0.3,0.79,Enrolled,Daytime,Bachelor & Specialized Education,High School,High School,7,12,23,3,0,68.5,0.5833332847222263,0.3043478128544429
single,43,1,Social Science,60.5,South Europe,Administrative,Service & Sales,60.5,Yes,No,No,Yes,Male,No,23,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,5,12,23,0,0,60.625,0.41666663194444736,0.21739129489603065
single,43,4,Business & Management,58.5,South Europe,Administrative,Administrative,56.6,No,No,No,Yes,Male,No,21,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,5,10,21,0,0,50.83333333333334,0.499999950000005,0.23809522675737013
married,39,1,Business & Management,75.0,South Europe,Administrative,Professional,73.0,No,No,No,Yes,Male,No,34,No,12.7,3.7,-1.7,Enrolled,Evening,High School,High School,Master,10,10,10,0,0,72.0,0.99999990000001,0.99999990000001
single,1,1,Health Science,59.0,South Europe,Administrative,Armed Forces,57.85,No,No,No,Yes,Male,No,20,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,High School,12,15,18,0,0,65.4375,0.7999999466666703,0.6666666296296316
single,42,1,Science & Technology,60.0,South Europe,Professional,Labour,64.1,Yes,No,No,Yes,Male,No,24,No,16.2,0.3,-0.92,Enrolled,Daytime,Bachelor & Specialized Education,Bachelor & Specialized Education,High School,17,19,25,9,0,66.11111111111111,0.8947367950138528,0.679999972800001
single,39,1,Business & Management,50.0,South Europe,Labour,Administrative,70.0,No,No,No,Yes,Male,No,39,No,15.5,2.8,-4.06,Enrolled,Evening,High School,Primary,Middle School,8,10,14,0,0,62.5,0.7999999200000081,0.5714285306122479
single,17,1,Health Science,60.0,South Europe,Administrative,Labour,61.25,No,No,No,No,Male,No,19,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,Middle School,10,12,22,0,0,68.16666666666666,0.8333332638888947,0.4545454338842984
single,39,1,Business & Management,66.55,South Europe,Labour,Labour,60.75,No,No,No,Yes,Male,No,38,No,7.6,2.6,0.32,Enrolled,Evening,High School,Primary,Primary,5,10,20,0,1,54.58333333333334,0.499999950000005,0.2499999875000006
single,1,1,Health Science,67.5,South Europe,Labour,Labour,67.7,Yes,No,No,Yes,Male,No,21,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Middle School,High School,11,15,21,0,0,61.8125,0.7333332844444478,0.5238094988662143
single,17,1,Business & Management,61.5,South Europe,Technician,Technician,61.0,No,No,Yes,Yes,Male,No,19,No,8.9,1.4,3.51,Enrolled,Daytime,High School,Primary,Middle School,11,12,16,0,0,65.91666666666667,0.9166665902777842,0.6874999570312527
single,39,1,Business & Management,66.55,South Europe,Service & Sales,Labour,59.65,Yes,No,No,Yes,Male,No,25,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Primary,Primary,10,12,18,0,0,57.41666666666667,0.8333332638888947,0.5555555246913597
single,1,4,Social Science,70.0,South Europe,Professional,Armed Forces,62.5,Yes,No,No,Yes,Male,No,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Master,High School,12,12,15,0,0,62.023809523809526,0.9999999166666736,0.7999999466666703
married,39,1,Health Science,66.55,South Europe,Administrative,Administrative,50.0,No,No,No,Yes,Male,No,33,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,High School,High School,5,14,16,0,0,32.65,0.3571428316326549,0.3124999804687512
single,1,2,Science & Technology,70.0,South Europe,Labour,Labour,62.85,Yes,No,No,Yes,Male,No,18,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,0,10,10,0,0,0.0,0.0,0.0
single,17,6,Business & Management,60.0,South Europe,Labour,Labour,57.75,Yes,No,Yes,No,Male,No,19,No,8.9,1.4,3.51,Enrolled,Daytime,High School,Primary,Middle School,9,10,17,0,0,57.5,0.8999999100000091,0.5294117335640156
single,1,3,Business & Management,62.0,South Europe,Service & Sales,Technician,58.35,Yes,No,No,Yes,Male,No,19,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,0,10,12,0,0,0.0,0.0,0.0
single,17,3,Health Science,66.0,South Europe,Professional,Labour,62.75,Yes,No,No,Yes,Male,No,18,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,14,16,16,0,0,65.77142857142859,0.8749999453125034,0.8749999453125034
single,1,1,Science & Technology,65.0,South Europe,Labour,Management,58.8,No,No,No,Yes,Male,No,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,7,10,22,0,5,57.25,0.699999930000007,0.3181818037190089
single,44,1,Science & Technology,75.0,South Europe,Management,Management,75.0,No,No,No,Yes,Male,No,22,No,15.5,2.8,-4.06,Enrolled,Daytime,Bachelor & Specialized Education,High School,High School,6,12,24,0,0,65.20833333333334,0.4999999583333368,0.24999998958333375
single,17,3,Science & Technology,67.5,South Europe,Administrative,Labour,60.85,Yes,No,No,Yes,Male,No,18,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,8,10,16,0,0,59.5,0.7999999200000081,0.4999999687500019
single,43,1,Social Science,72.0,South Europe,Labour,Administrative,60.8,No,No,No,Yes,Male,No,22,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,High School,0,0,0,0,0,0.0,0.0,0.0
single,1,1,Social Science,66.55,South Europe,Labour,Labour,58.5,No,No,Yes,Yes,Male,No,19,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,Primary,0,0,0,0,0,0.0,0.0,0.0
single,44,1,Science & Technology,65.0,South Europe,Labour,Service & Sales,65.0,Yes,No,No,Yes,Male,No,19,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,Middle School,High School,5,10,19,0,0,60.25,0.499999950000005,0.26315788088642733
single,15,1,Science & Technology,66.55,Latin America,Professional,Professional,50.0,No,No,Yes,Yes,Male,No,24,Yes,8.9,1.4,3.51,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,13,14,16,3,0,62.44047619047619,0.9285713622449028,0.8124999492187531
single,1,1,Science & Technology,74.0,South Europe,Labour,Labour,64.9,No,No,No,No,Male,Yes,18,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,10,10,12,0,0,73.0,0.99999990000001,0.8333332638888947
single,1,1,Social Science,67.5,South Europe,Labour,Service & Sales,60.5,No,No,No,Yes,Female,No,20,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,Middle School,2,12,26,0,0,57.5,0.16666665277777895,0.07692307396449716
single,1,6,Social Science,72.5,South Europe,Administrative,Administrative,65.5,Yes,No,No,Yes,Female,Yes,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,11,12,16,0,0,58.41666666666667,0.9166665902777842,0.6874999570312527
single,44,1,Social Science,70.0,South Europe,Unemployed,Armed Forces,68.05,Yes,No,Yes,Yes,Female,No,21,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,Primary,High School,5,12,14,5,0,61.25,0.41666663194444736,0.3571428316326549
separated,39,1,Social Science,66.55,South Europe,Labour,Labour,54.0,No,No,Yes,No,Female,No,33,No,8.9,1.4,3.51,Enrolled,Daytime,High School,Middle School,High School,13,14,15,0,0,63.80952380952381,0.9285713622449028,0.8666666088888928
single,39,1,Health Science,66.55,South Europe,Administrative,Professional,72.45,Yes,No,No,Yes,Female,No,26,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,7,12,30,0,0,61.375,0.5833332847222263,0.2333333255555558
single,43,1,Business & Management,55.0,South Europe,Labour,Armed Forces,55.0,No,No,No,Yes,Female,No,21,No,16.2,0.3,-0.92,Enrolled,Daytime,Bachelor & Specialized Education,High School,Bachelor & Specialized Education,9,12,16,0,2,62.70833333333334,0.7499999375000053,0.5624999648437522
single,44,1,Health Science,70.0,South Europe,Labour,Labour,70.0,Yes,No,No,Yes,Female,No,20,No,16.2,0.3,-0.92,Enrolled,Daytime,Bachelor & Specialized Education,High School,High School,11,12,24,2,0,60.888888888888886,0.9166665902777842,0.4583333142361119
single,44,1,Health Science,75.0,South Europe,Service & Sales,Service & Sales,75.0,No,No,No,Yes,Female,No,20,No,12.7,3.7,-1.7,Enrolled,Daytime,Bachelor & Specialized Education,Middle School,High School,6,10,17,0,1,64.375,0.599999940000006,0.35294115570934376
single,39,1,Science & Technology,66.55,South Europe,Labour,Administrative,70.0,No,No,No,Yes,Male,No,43,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,Primary,Primary,11,12,22,0,0,62.544642857142854,0.9166665902777842,0.49999997727272827
married,39,1,Business & Management,66.55,South Europe,Labour,Labour,59.9,No,No,No,Yes,Male,No,26,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,10,10,14,0,0,55.5,0.99999990000001,0.7142856632653098
single,43,1,Science & Technology,65.0,South Europe,Management,Management,65.0,Yes,No,No,Yes,Male,No,33,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,4,10,19,0,2,67.5,0.39999996000000404,0.21052630470914185
single,17,1,Business & Management,59.5,South Europe,Administrative,Armed Forces,62.5,No,No,No,Yes,Male,No,19,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,High School,7,12,17,0,0,53.25,0.5833332847222263,0.4117646816609011
single,17,3,Social Science,65.5,South Europe,Service & Sales,Service & Sales,60.1,Yes,No,No,Yes,Male,No,18,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,Middle School,Primary,11,12,14,0,0,60.583333333333336,0.9166665902777842,0.7857142295918408
single,1,1,Business & Management,60.0,South Europe,Unemployed,Unemployed,55.8,No,No,Yes,Yes,Male,Yes,21,No,10.8,1.4,1.74,Enrolled,Daytime,High School,No Education,No Education,8,10,14,0,0,63.583333333333336,0.7999999200000081,0.5714285306122479
single,1,2,Business & Management,58.0,South Europe,Service & Sales,Technician,62.4,Yes,No,No,Yes,Male,No,20,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,High School,4,10,19,0,0,67.08333333333334,0.39999996000000404,0.21052630470914185
single,44,1,Science & Technology,60.0,South Europe,Administrative,Professional,60.0,No,No,No,Yes,Male,No,19,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,1,12,36,0,0,27.5,0.08333332638888948,0.027777777006172864
single,39,1,Science & Technology,65.0,South Europe,Labour,Labour,67.0,No,No,No,Yes,Male,Yes,24,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,High School,Primary,9,10,16,0,0,64.58333333333334,0.8999999100000091,0.5624999648437522
single,1,1,Business & Management,66.55,South Europe,Professional,Administrative,62.5,No,No,No,Yes,Male,No,21,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,7,12,24,0,0,57.08333333333334,0.5833332847222263,0.2916666545138894
single,39,1,Science & Technology,66.55,South Europe,Labour,Technician,61.5,No,No,No,Yes,Male,Yes,28,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Primary,High School,8,10,25,0,0,66.90476190476191,0.7999999200000081,0.3199999872000005
single,51,1,Health Science,60.0,South Europe,Administrative,Professional,62.5,No,No,No,Yes,Female,No,28,No,11.1,0.6,2.02,Enrolled,Daytime,Bachelor & Specialized Education,Bachelor & Specialized Education,Bachelor & Specialized Education,10,12,20,0,0,75.07142857142857,0.8333332638888947,0.4999999750000012
single,44,1,Health Science,65.0,South Europe,Administrative,Technician,65.0,Yes,No,No,Yes,Female,No,20,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,9,12,32,0,0,59.5,0.7499999375000053,0.2812499912109378
single,1,3,Social Science,61.0,South Europe,Professional,Professional,56.3,Yes,No,No,Yes,Female,No,23,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,10,12,16,0,0,63.0,0.8333332638888947,0.6249999609375024
single,44,1,Health Science,80.0,South Europe,Administrative,Administrative,80.0,Yes,No,No,Yes,Female,No,23,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,High School,High School,6,12,29,2,0,67.25,0.4999999583333368,0.20689654458977433
single,43,1,Health Science,63.0,South Europe,Technician,Professional,50.0,No,No,No,Yes,Female,No,25,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,6,15,20,3,4,61.66666666666666,0.39999997333333515,0.29999998500000075
single,1,2,Health Science,53.0,South Europe,Administrative,Administrative,53.2,Yes,No,No,Yes,Female,Yes,19,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,11,14,18,0,0,64.31428571428572,0.7857142295918408,0.6111110771604957
single,44,1,Science & Technology,75.0,South Europe,Administrative,Labour,75.0,No,No,No,Yes,Male,Yes,20,No,15.5,2.8,-4.06,Enrolled,Daytime,Bachelor & Specialized Education,High School,Middle School,6,12,35,0,0,59.16666666666666,0.4999999583333368,0.1714285665306124
single,44,1,Science & Technology,65.0,South Europe,Administrative,Labour,65.0,No,No,No,Yes,Male,No,19,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,Bachelor & Specialized Education,High School,11,12,19,0,0,57.08333333333334,0.9166665902777842,0.5789473379501401
single,43,1,Health Science,62.5,South Europe,Labour,Labour,61.8,Yes,No,No,Yes,Female,Yes,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Primary,10,14,16,0,0,64.3,0.7142856632653098,0.6249999609375024
single,1,3,Health Science,65.5,South Europe,Technician,Professional,63.05,Yes,No,No,Yes,Female,No,18,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,14,15,19,0,0,63.528125,0.9333332711111153,0.7368420664819965
single,44,1,Science & Technology,70.0,South Europe,Administrative,Professional,60.0,Yes,No,No,Yes,Male,No,22,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,Master,Master,7,12,26,0,0,61.25,0.5833332847222263,0.26923075887574005
single,1,1,Science & Technology,71.0,South Europe,Administrative,Technician,64.9,Yes,No,No,Yes,Male,No,18,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,Middle School,1,10,11,0,0,37.5,0.09999999000000101,0.09090908264462885
single,17,1,Business & Management,64.0,South Europe,Labour,Labour,67.85,Yes,No,No,Yes,Male,No,19,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Primary,Primary,10,12,17,0,0,66.125,0.8333332638888947,0.588235259515573
single,43,1,Social Science,50.0,South Europe,Labour,Labour,54.0,Yes,No,No,Yes,Male,No,34,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Primary,14,24,24,11,0,58.21428571428571,0.5833333090277788,0.5833333090277788
single,1,1,Business & Management,62.5,South Europe,Labour,Labour,61.45,No,No,No,Yes,Male,Yes,19,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Primary,Primary,9,12,19,0,0,57.08333333333333,0.7499999375000053,0.47368418559556913
single,1,1,Social Science,62.5,South Europe,Labour,Labour,59.35,No,No,No,Yes,Male,No,20,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,Middle School,7,12,25,0,0,57.70833333333334,0.5833332847222263,0.27999998880000043
single,1,1,Business & Management,64.0,South Europe,Labour,Labour,60.0,Yes,No,No,Yes,Female,Yes,20,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,11,12,13,0,0,73.75,0.9166665902777842,0.8461537810650938
single,1,1,Social Science,54.0,South Europe,Labour,Labour,53.65,No,Yes,No,Yes,Female,Yes,19,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,Middle School,8,12,23,0,0,52.875,0.6666666111111158,0.34782607183364905
single,18,1,Social Science,66.55,South Europe,Administrative,Labour,53.0,Yes,No,Yes,Yes,Female,No,21,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,13,14,15,0,0,63.75,0.9285713622449028,0.8666666088888928
single,1,4,Business & Management,65.0,South Europe,Labour,Labour,62.05,Yes,No,No,Yes,Female,No,18,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,12,12,13,0,0,68.98809523809524,0.9999999166666736,0.9230768520710114
single,1,6,Health Science,60.0,Latin America,Labour,Labour,57.4,Yes,No,No,Yes,Female,No,21,Yes,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,9,14,20,0,0,67.675,0.6428570969387788,0.4499999775000011
single,17,5,Social Science,62.5,South Europe,Service & Sales,Service & Sales,61.3,Yes,No,No,Yes,Male,No,22,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,1,12,12,0,0,27.5,0.08333332638888948,0.08333332638888948
married,7,1,Business & Management,60.0,South Europe,Labour,Labour,60.0,No,No,No,Yes,Female,No,33,No,10.8,1.4,1.74,Enrolled,Daytime,Bachelor & Specialized Education,Primary,Primary,10,15,22,5,2,59.625,0.6666666222222252,0.4545454338842984
single,17,3,Business & Management,63.5,South Europe,Labour,Labour,61.75,Yes,No,No,Yes,Female,Yes,20,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Primary,7,12,23,0,0,56.25,0.5833332847222263,0.3043478128544429
married,39,1,Business & Management,70.0,South Europe,Labour,Armed Forces,65.9,No,No,No,Yes,Female,No,35,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Primary,Primary,8,10,16,0,0,65.14285714285714,0.7999999200000081,0.4999999687500019
single,1,1,Social Science,78.5,South Europe,Management,Service & Sales,68.35,Yes,No,No,Yes,Female,No,22,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Bachelor & Specialized Education,Middle School,7,12,24,0,1,65.41666666666666,0.5833332847222263,0.2916666545138894
single,17,1,Social Science,72.0,South Europe,Administrative,Administrative,65.35,Yes,No,No,Yes,Female,No,20,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,11,12,17,0,0,58.166666666666664,0.9166665902777842,0.6470587854671302
single,1,1,Business & Management,59.5,South Europe,Armed Forces,Labour,59.85,Yes,No,No,Yes,Female,No,20,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Primary,6,10,13,0,1,65.0,0.599999940000006,0.4615384260355057
single,1,1,Social Science,62.5,South Europe,Service & Sales,Administrative,68.1,Yes,No,Yes,Yes,Male,No,21,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,20,23,30,10,1,58.11363636363636,0.8695651795841226,0.6666666444444451
single,43,1,Business & Management,63.5,Africa,Labour,Armed Forces,62.1,Yes,No,No,Yes,Male,No,23,Yes,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,Doctorate,1,10,11,0,0,25.0,0.09999999000000101,0.09090908264462885
single,39,1,Science & Technology,70.0,South Europe,Labour,Labour,67.7,Yes,No,No,Yes,Female,No,24,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,9,12,23,0,0,57.625,0.7499999375000053,0.39130433081285515
single,1,1,Business & Management,63.0,South Europe,Labour,Labour,57.6,No,No,Yes,Yes,Female,No,19,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,3,10,21,0,0,50.0,0.299999970000003,0.14285713605442207
